name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),veg_nonveg_type,famous_dish,success_rate,cancellation_rate,latitude,longitude,distance_km
Kotian Karavali Restaurant,0,0,3.5,10,Banashankari,Quick Bites,South Indian,"South Indian, Biryani",300.0,Delivery,Banashankari,Both,South Indian,0.295542506112825,0.704457493887175,12.9255,77.5468,8.397339338288553
Floured-Baked With Love,0,0,3.8,45,Banashankari,"Takeaway, Delivery","Cup Cake, Chocolate Cake",Bakery,400.0,Delivery,Banashankari,Veg,Cup Cake,0.31068818026515477,0.6893118197348452,12.9255,77.5468,8.397339338288553
CAFE NOVA,0,0,3.2,11,Banashankari,Cafe,Cafe,"Cafe, Bakery",600.0,Delivery,Banashankari,Veg,Cafe,0.2671317695497794,0.7328682304502205,12.9255,77.5468,8.397339338288553
Cakes & Slices,0,0,3.5,13,Banashankari,Bakery,Bakery,"Bakery, Desserts",300.0,Delivery,Banashankari,Veg,Bakery,0.3329342443616395,0.6670657556383606,12.9255,77.5468,8.397339338288553
Spice 9,0,0,3.4,8,Banashankari,Quick Bites,Biryani,"Biryani, North Indian, Chinese, Fast Food",300.0,Delivery,Banashankari,Both,Biryani,0.3944518806118573,0.6055481193881427,12.9255,77.5468,8.397339338288553
Coffee Shopee,0,0,3.700448817952718,0,Banashankari,"Takeaway, Delivery",Beverages,Beverages,250.0,Delivery,Banashankari,Veg,Beverages,0.3462849928856817,0.6537150071143183,12.9255,77.5468,8.397339338288553
Naveen Kabab & Biriyani Mane,0,0,3.2,9,Banashankari,Quick Bites,Biryani,Biryani,300.0,Delivery,Banashankari,Non-Veg,Biryani,0.28803792828138536,0.7119620717186146,12.9255,77.5468,8.397339338288553
Katriguppe Donne Biryani,0,0,3.2,4,Banashankari,Quick Bites,North Indian,North Indian,300.0,Delivery,Banashankari,Veg,North Indian,0.2713489969873571,0.728651003012643,12.9255,77.5468,8.397339338288553
Hari Super Sandwich,0,0,3.700448817952718,0,Banashankari,"Takeaway, Delivery",Sandwich,"Sandwich, Pizza, Beverages",200.0,Delivery,Banashankari,Veg,Sandwich,0.2416175414791377,0.7583824585208623,12.9255,77.5468,8.397339338288553
Atithi Point Ande Ka Funda,0,0,3.1,29,Banashankari,Quick Bites,North Indian,North Indian,150.0,Delivery,Banashankari,Veg,North Indian,0.2616911788511133,0.7383088211488866,12.9255,77.5468,8.397339338288553
Just Bake,0,0,3.4,8,Banashankari,Bakery,Bakery,"Bakery, Desserts",400.0,Delivery,Banashankari,Veg,Bakery,0.3031540960483821,0.6968459039516179,12.9255,77.5468,8.397339338288553
Dharwad Line Bazaar Mishra Pedha,0,0,3.700448817952718,0,Banashankari,Dessert Parlor,Mithai,Mithai,150.0,Delivery,Banashankari,Veg,Mithai,0.4607182078683541,0.539281792131646,12.9255,77.5468,8.397339338288553
Cake Bite,0,0,3.700448817952718,0,Banashankari,Bakery,Bakery,Bakery,300.0,Delivery,Banashankari,Veg,Bakery,0.3279380540050336,0.6720619459949664,12.9255,77.5468,8.397339338288553
Aarush's Food Plaza,0,0,3.700448817952718,0,Banashankari,Quick Bites,North Indian,"North Indian, Street Food",200.0,Delivery,Banashankari,Veg,North Indian,0.3526334693607704,0.6473665306392296,12.9255,77.5468,8.397339338288553
Wood Stove,0,0,3.700448817952718,0,Banashankari,"Takeaway, Delivery",South Indian,South Indian,150.0,Delivery,Banashankari,Veg,South Indian,0.3358205137588276,0.6641794862411724,12.9255,77.5468,8.397339338288553
Kulfi & More,0,0,3.700448817952718,0,Banashankari,Dessert Parlor,Ice Cream,"Ice Cream, Desserts, Juices",150.0,Delivery,Banashankari,Veg,Ice Cream,0.2791222003631132,0.7208777996368868,12.9255,77.5468,8.397339338288553
Kannadigas Karavali,0,0,3.700448817952718,0,Banashankari,Quick Bites,Mangalorean,"Mangalorean, South Indian, North Indian",250.0,Delivery,Banashankari,Veg,Mangalorean,0.3946972429698408,0.6053027570301592,12.9255,77.5468,8.397339338288553
K27 - The Pub,0,0,3.1,30,Banashankari,Bar,Chinese,"Chinese, North Indian",1000.0,Delivery,Banashankari,Veg,Chinese,0.30063134745182923,0.6993686525481708,12.9255,77.5468,8.397339338288553
Bengaluru Coffee House,1,0,4.1,201,Banashankari,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari,Veg,Masala Dosa,0.6306340593293386,0.3693659406706614,12.9255,77.5468,8.397339338288553
New Mangalore Lunch Home,0,0,3.3,7,Banashankari,Quick Bites,Mangalorean,"Mangalorean, South Indian, North Indian",200.0,Delivery,Banashankari,Veg,Mangalorean,0.24215538961767746,0.7578446103823225,12.9255,77.5468,8.397339338288553
Coffee Bytes,0,0,3.1,6,Banashankari,Quick Bites,Fast Food,"Fast Food, South Indian",100.0,Delivery,Banashankari,Veg,Fast Food,0.33274665471030307,0.6672533452896969,12.9255,77.5468,8.397339338288553
Parjanya Chat Zone,0,0,3.3,17,Banashankari,Quick Bites,Street Food,"Street Food, Fast Food",200.0,Delivery,Banashankari,Veg,Street Food,0.21771044115696386,0.7822895588430361,12.9255,77.5468,8.397339338288553
Kwality Wall's Swirl's Happiness Station,0,0,2.9,25,Banashankari,Dessert Parlor,Ice Cream,"Ice Cream, Desserts",200.0,Delivery,Banashankari,Veg,Ice Cream,0.2672884345379222,0.7327115654620777,12.9255,77.5468,8.397339338288553
Soms Kitchen & Bakes,0,0,3.700448817952718,0,Banashankari,Delivery,South Indian,"South Indian, North Indian, Continental",400.0,Delivery,Banashankari,Veg,South Indian,0.4470788835345887,0.5529211164654113,12.9255,77.5468,8.397339338288553
Banashankari Nati Style,0,0,3.700448817952718,0,Banashankari,Quick Bites,Biryani,"Biryani, Chinese, South Indian, North Indian",350.0,Delivery,Banashankari,Both,Biryani,0.28802928598755534,0.7119707140124447,12.9255,77.5468,8.397339338288553
Ruchi Maayaka,0,0,3.3,8,Banashankari,Delivery,South Indian,South Indian,100.0,Delivery,Banashankari,Veg,South Indian,0.2593276990711922,0.7406723009288079,12.9255,77.5468,8.397339338288553
Mohitesh Hut Roll,0,0,3.700448817952718,0,Banashankari,Quick Bites,Rolls,"Rolls, North Indian",150.0,Delivery,Banashankari,Veg,Rolls,0.3425386704984718,0.6574613295015281,12.9255,77.5468,8.397339338288553
Sri Basaveshwar Jolada Rotti Oota,0,0,3.700448817952718,0,Banashankari,Quick Bites,South Indian,South Indian,150.0,Delivery,Banashankari,Veg,South Indian,0.31238231953827983,0.6876176804617202,12.9255,77.5468,8.397339338288553
Roll Magic Fast Food,0,0,3.700448817952718,0,Banashankari,"Takeaway, Delivery",Biryani,"Biryani, Rolls, Chinese",200.0,Delivery,Banashankari,Non-Veg,Biryani,0.26002293069078314,0.7399770693092169,12.9255,77.5468,8.397339338288553
Foodlieious Multi Cuisine,0,0,3.700448817952718,0,Banashankari,Quick Bites,North Indian,North Indian,100.0,Delivery,Banashankari,Veg,North Indian,0.3409842509843911,0.6590157490156089,12.9255,77.5468,8.397339338288553
Thanishka Nati And Karavali Style,0,0,3.700448817952718,0,Banashankari,Quick Bites,Biryani,"Biryani, Fast Food",400.0,Delivery,Banashankari,Both,Biryani,0.28444091655778453,0.7155590834422154,12.9255,77.5468,8.397339338288553
Swathi Cool Point,0,0,3.700448817952718,0,Banashankari,Beverage Shop,Beverages,"Beverages, Juices",200.0,Delivery,Banashankari,Veg,Beverages,0.36123572377584884,0.6387642762241512,12.9255,77.5468,8.397339338288553
Kaumudis Juoice,0,0,3.700448817952718,0,Banashankari,"Beverage Shop, Quick Bites",Beverages,"Beverages, Fast Food, Juices",150.0,Delivery,Banashankari,Veg,Beverages,0.2915848905323996,0.7084151094676003,12.9255,77.5468,8.397339338288553
Amma - Manae,0,0,3.700448817952718,0,Banashankari,"Takeaway, Delivery",South Indian,South Indian,400.0,Delivery,Banashankari,Veg,South Indian,0.4150528224949668,0.5849471775050332,12.9255,77.5468,8.397339338288553
Sri Sai Tiffannies,0,0,3.700448817952718,0,Banashankari,Quick Bites,South Indian,"South Indian, Chinese",150.0,Delivery,Banashankari,Veg,South Indian,0.29839343762727794,0.7016065623727221,12.9255,77.5468,8.397339338288553
Hotel Andhra Speices,0,0,3.700448817952718,0,Banashankari,Quick Bites,Andhra,Andhra,250.0,Delivery,Banashankari,Veg,Andhra,0.321453026433806,0.678546973566194,12.9255,77.5468,8.397339338288553
Sri Murari Family Restaurant,0,0,3.700448817952718,0,Banashankari,Quick Bites,Biryani,Biryani,250.0,Delivery,Banashankari,Non-Veg,Biryani,0.37823196311257323,0.6217680368874268,12.9255,77.5468,8.397339338288553
Aramane Donne Biriyani,0,0,3.700448817952718,0,Banashankari,Quick Bites,South Indian,"South Indian, Biryani",150.0,Delivery,Banashankari,Both,South Indian,0.276012886422392,0.7239871135776079,12.9255,77.5468,8.397339338288553
Darkolates,0,0,3.700448817952718,0,Banashankari,Confectionery,Desserts,Desserts,200.0,Delivery,Banashankari,Veg,Desserts,0.34892909897429625,0.6510709010257038,12.9255,77.5468,8.397339338288553
Swaada Healthy Kitchen,0,0,3.700448817952718,0,Banashankari,"Quick Bites, Beverage Shop",Healthy Food,"Healthy Food, Juices, Sandwich",350.0,Delivery,Banashankari,Veg,Healthy Food,0.40291323995821116,0.5970867600417888,12.9255,77.5468,8.397339338288553
Gawdaru Mane Beriyani,0,0,3.700448817952718,0,Banashankari,Quick Bites,South Indian,"South Indian, Biryani",300.0,Delivery,Banashankari,Both,South Indian,0.2571819405160284,0.7428180594839716,12.9255,77.5468,8.397339338288553
Melting Melodies,0,0,3.700448817952718,0,Banashankari,"Takeaway, Delivery",Pizza,"Pizza, Fast Food",100.0,Delivery,Banashankari,Veg,Pizza,0.34678779517070496,0.653212204829295,12.9255,77.5468,8.397339338288553
New Indraprasta,0,0,3.700448817952718,0,Banashankari,Quick Bites,South Indian,"South Indian, Beverages",150.0,Delivery,Banashankari,Veg,South Indian,0.35055024195651097,0.649449758043489,12.9255,77.5468,8.397339338288553
Anna Kuteera,1,0,4.0,771,Banashankari,Casual Dining,"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa","South Indian, North Indian, Chinese",450.0,Delivery,Banashankari,Veg,Panner Tikka,0.6278328260983713,0.3721671739016287,12.9255,77.5468,8.397339338288553
Darbar,0,0,3.0,98,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800.0,Delivery,Banashankari,Veg,Paneer Tikka,0.18989913745989817,0.8101008625401018,12.9255,77.5468,8.397339338288553
Vijayalakshmi,1,0,3.9,47,Basavanagudi,Quick Bites,South Indian,South Indian,200.0,Delivery,Banashankari,Veg,South Indian,0.4973148594598546,0.5026851405401453,12.9416,77.5713,5.2424212338771845
Sri Udupi Food Hub,1,1,4.1,175,Jayanagar,Casual Dining,"Filter Coffee, Masala Dosa, Idli, Vada","South Indian, North Indian, Chinese, Beverages",500.0,Delivery,Banashankari,Veg,Filter Coffee,0.6167161372162061,0.3832838627837939,12.925,77.5938,5.768672173515686
Udupi Upahar,1,0,3.8,58,Banashankari,Quick Bites,South Indian,"South Indian, Chinese, North Indian, Juices",300.0,Delivery,Banashankari,Veg,South Indian,0.5658829789088077,0.4341170210911923,12.9255,77.5468,8.397339338288553
House Of Kebabs,1,0,3.8,540,Basavanagudi,Casual Dining,"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice","North Indian, Kebab, Biryani, Chinese",650.0,Delivery,Banashankari,Both,Rolls,0.5721491672321226,0.4278508327678774,12.9416,77.5713,5.2424212338771845
Roll N Rock,1,0,3.8,124,Kumaraswamy Layout,Quick Bites,"Rolls, Paratha, Chicken Biryani","Chinese, North Indian, Mughlai, Rolls",400.0,Delivery,Banashankari,Veg,Rolls,0.5695324865204763,0.4304675134795237,12.9716,77.5946,1.1799233423387865
BOX8- Desi Meals,1,0,4.1,340,Banashankari,"Takeaway, Delivery","Paratha, Mughlai Chicken, Masala Lemonade, Butter Chicken, Rajma, Sandwich, Salad","North Indian, Mughlai, Fast Food",500.0,Delivery,Banashankari,Veg,Paratha,0.5595586498526344,0.44044135014736563,12.9255,77.5468,8.397339338288553
KFC,1,0,3.8,505,Banashankari,Quick Bites,"Burgers, French Fries","Burger, Fast Food",450.0,Delivery,Banashankari,Veg,Burgers,0.5706133977858069,0.4293866022141931,12.9255,77.5468,8.397339338288553
Bitez,0,0,3.700448817952718,0,Banashankari,Quick Bites,Fast Food,Fast Food,100.0,Delivery,Banashankari,Veg,Fast Food,0.35220972590902383,0.6477902740909762,12.9255,77.5468,8.397339338288553
Roll Over,1,0,4.1,438,Jayanagar,Dessert Parlor,"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie","Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500.0,Delivery,Banashankari,Veg,Rolls,0.5595889880340428,0.4404110119659572,12.925,77.5938,5.768672173515686
Imperial Restaurant,1,0,3.7,264,Mysore Road,Casual Dining,"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken","North Indian, Chinese, Biryani, Beverages",750.0,Delivery,Banashankari,Both,Kadhai Paneer,0.6354940487511542,0.36450595124884577,12.9716,77.5946,1.1799233423387865
Lassi Shop,1,0,3.9,169,Kumaraswamy Layout,Beverage Shop,Beverages,"Beverages, Juices, Ice Cream",150.0,Delivery,Banashankari,Veg,Beverages,0.5892037658174525,0.4107962341825475,12.9716,77.5946,1.1799233423387865
The Fortuna,1,0,3.0,67,Kumaraswamy Layout,Quick Bites,North Indian,"North Indian, Chinese",250.0,Delivery,Banashankari,Veg,North Indian,0.391628979132263,0.608371020867737,12.9716,77.5946,1.1799233423387865
Wahab,1,0,3.7,97,Jayanagar,Quick Bites,"Chicken Biryani, Rolls","North Indian, Mughlai, Chinese",350.0,Delivery,Banashankari,Veg,Chicken Biryani,0.5720565302415774,0.42794346975842257,12.925,77.5938,5.768672173515686
Al Diwan Biryanis And More,1,0,3.3,12,Basavanagudi,"Takeaway, Delivery",Biryani,Biryani,300.0,Delivery,Banashankari,Non-Veg,Biryani,0.4389797948156301,0.5610202051843699,12.9416,77.5713,5.2424212338771845
New Gowda's Fried Chicken,1,0,3.3,12,Banashankari,Quick Bites,Biryani,Biryani,300.0,Delivery,Banashankari,Non-Veg,Biryani,0.5270681085141188,0.4729318914858812,12.9255,77.5468,8.397339338288553
Canton,1,0,3.6,195,Jayanagar,Casual Dining,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop","Chinese, Seafood, Biryani",800.0,Delivery,Banashankari,Non-Veg,Roast Pork,0.5864053017640585,0.4135946982359415,12.925,77.5938,5.768672173515686
Diabetics Dezire Sugarless Sweets and Bakes,1,0,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop",Desserts,"Desserts, Mithai",300.0,Delivery,Banashankari,Veg,Desserts,0.446697585603327,0.5533024143966729,12.9416,77.5713,5.2424212338771845
The Blue Wagon - Kitchen,1,0,4.6,228,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich","Cafe, Beverages",400.0,Delivery,Banashankari,Veg,Pizza,0.7022324946751438,0.2977675053248562,12.925,77.5938,5.768672173515686
HOT COFFEE,1,0,4.1,70,Basavanagudi,Quick Bites,South Indian,"South Indian, Chinese",150.0,Delivery,Banashankari,Veg,South Indian,0.6093866699209693,0.39061333007903065,12.9416,77.5713,5.2424212338771845
Patio 805,1,1,4.1,364,Jayanagar,Casual Dining,"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad","Thai, Vietnamese, Asian, Chinese",1200.0,Delivery,Banashankari,Veg,Noodles,0.6350906505852758,0.3649093494147242,12.925,77.5938,5.768672173515686
Lassi Corner,1,0,3.7,107,Basavanagudi,Beverage Shop,Lassi,"Beverages, Ice Cream",150.0,Delivery,Banashankari,Veg,Lassi,0.6342467308817469,0.3657532691182531,12.9416,77.5713,5.2424212338771845
Sagar Deluxe,1,0,3.2,167,Kumaraswamy Layout,Quick Bites,"Coffee, Chaat","South Indian, North Indian, Chinese, Juices",300.0,Delivery,Banashankari,Veg,Coffee,0.4657070675838869,0.5342929324161131,12.9716,77.5946,1.1799233423387865
Kanti Sweets,1,0,4.0,115,Banashankari,Sweet Shop,Mithai,"Mithai, Street Food",400.0,Delivery,Banashankari,Veg,Mithai,0.5393628590825057,0.4606371409174943,12.9255,77.5468,8.397339338288553
Vegetalia,1,0,3.7,27,Banashankari,"Takeaway, Delivery",Italian,"Italian, Pizza",400.0,Delivery,Banashankari,Veg,Italian,0.49350550475446536,0.5064944952455346,12.9255,77.5468,8.397339338288553
Aramane Donne Biryani,1,0,3.5,57,Banashankari,Quick Bites,Biryani,Biryani,200.0,Delivery,Banashankari,Non-Veg,Biryani,0.47272540780496003,0.5272745921950399,12.9255,77.5468,8.397339338288553
Ande Ka Funda,1,0,3.8,120,Banashankari,Quick Bites,North Indian,"North Indian, Fast Food, Rolls",250.0,Delivery,Banashankari,Veg,North Indian,0.5482836977992568,0.4517163022007432,12.9255,77.5468,8.397339338288553
Cake Ghar,1,0,3.8,15,Basavanagudi,Bakery,Bakery,Bakery,400.0,Delivery,Banashankari,Veg,Bakery,0.5673249466495774,0.43267505335042256,12.9416,77.5713,5.2424212338771845
Energy Addaa,1,0,4.2,64,Basavanagudi,Quick Bites,"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti","Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500.0,Delivery,Banashankari,Veg,Pizza,0.6149752243771474,0.38502477562285264,12.9416,77.5713,5.2424212338771845
Bhattara Bhojana,1,0,3.6,66,Banashankari,Quick Bites,South Indian,South Indian,150.0,Delivery,Banashankari,Veg,South Indian,0.5675354932502802,0.4324645067497198,12.9255,77.5468,8.397339338288553
Tandoori Knight,1,0,3.0,290,Banashankari,Quick Bites,"Chicken Grill, Biryani, Roti, Chicken Masala","North Indian, Chinese, Biryani, Kebab",450.0,Delivery,Banashankari,Both,Chicken Grill,0.4558188208296368,0.5441811791703632,12.9255,77.5468,8.397339338288553
Dev Sagar - Food Street,1,0,4.1,233,Basavanagudi,Quick Bites,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Street Food,200.0,Delivery,Banashankari,Veg,Chaat,0.6643295080403754,0.3356704919596246,12.9416,77.5713,5.2424212338771845
Mitraa Da Pizza,1,0,3.8,115,Kumaraswamy Layout,Quick Bites,"Pizza, Burgers","Fast Food, Pizza",250.0,Delivery,Banashankari,Veg,Pizza,0.5388168256384825,0.46118317436151746,12.9716,77.5946,1.1799233423387865
Paradise Premium,1,0,3.1,119,Banashankari,Casual Dining,Biryani,"Biryani, Andhra, Hyderabadi, North Indian",700.0,Delivery,Banashankari,Both,Biryani,0.6006294184055265,0.3993705815944735,12.9255,77.5468,8.397339338288553
Grazers,1,1,3.9,291,Jayanagar,Cafe,"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges","Cafe, Burger, Continental, Italian, Desserts",650.0,Delivery,Banashankari,Veg,Burgers,0.5989699168179081,0.4010300831820919,12.925,77.5938,5.768672173515686
Shakes Theory,1,0,4.5,155,Jayanagar,Beverage Shop,"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Fries, Spinach Corn Sandwich, Paneer Peri Peri","Beverages, Sandwich",300.0,Delivery,Banashankari,Veg,Sandwiches,0.59740471723622,0.40259528276378,12.925,77.5938,5.768672173515686
@Italy,1,0,4.1,305,Kumaraswamy Layout,Casual Dining,"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb",Italian,700.0,Delivery,Banashankari,Veg,Pizza,0.5393914492414311,0.4606085507585689,12.9716,77.5946,1.1799233423387865
Chilli Flakes,1,0,3.6,46,Banashankari,Quick Bites,Fast Food,"Fast Food, Italian, Beverages",500.0,Delivery,Banashankari,Veg,Fast Food,0.5499434876823114,0.4500565123176886,12.9255,77.5468,8.397339338288553
Calcutta Cafe,1,0,3.5,45,Kumaraswamy Layout,Quick Bites,Bengali,"Bengali, Chinese, Sandwich",350.0,Delivery,Banashankari,Veg,Bengali,0.5021289044599432,0.4978710955400568,12.9716,77.5946,1.1799233423387865
Old Mumbai Ice Cream,1,0,3.9,38,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150.0,Delivery,Banashankari,Veg,Friendly Staff,0.5988773060734259,0.40112269392657407,12.9255,77.5468,8.397339338288553
Donne Biriyani House,1,0,3.9,441,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Biryani",400.0,Delivery,Banashankari,Both,Biryani,0.5940219097457875,0.4059780902542125,12.9255,77.5468,8.397339338288553
By 2 Coffee,1,0,3.9,25,Basavanagudi,Quick Bites,South Indian,South Indian,100.0,Delivery,Banashankari,Veg,South Indian,0.5593041342150652,0.4406958657849348,12.9416,77.5713,5.2424212338771845
Kedia's Fun Food,1,0,4.3,630,Jayanagar,Quick Bites,"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla","North Indian, Street Food, Juices",200.0,Delivery,Banashankari,Veg,Paratha,0.5813889262638801,0.41861107373611994,12.925,77.5938,5.768672173515686
Davangere Butter Dosa Hotel,1,0,3.8,25,Kumaraswamy Layout,Quick Bites,South Indian,South Indian,150.0,Delivery,Banashankari,Veg,South Indian,0.47470321861361553,0.5252967813863845,12.9716,77.5946,1.1799233423387865
Just Shawarma,1,0,3.9,160,Kumaraswamy Layout,Quick Bites,"Whole Meat Shawarma, Fries",Arabian,300.0,Delivery,Banashankari,Veg,Whole Meat Shawarma,0.5430259634232649,0.4569740365767351,12.9716,77.5946,1.1799233423387865
Mini Punjabi Dhaba,1,0,4.2,287,Banashankari,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,350.0,Delivery,Banashankari,Veg,Panneer Butter Masala,0.6479351963701659,0.35206480362983406,12.9255,77.5468,8.397339338288553
Mulabagilu Dosa,1,0,3.6,11,Basavanagudi,Quick Bites,South Indian,South Indian,100.0,Delivery,Banashankari,Veg,South Indian,0.5359007423395901,0.46409925766040994,12.9416,77.5713,5.2424212338771845
